Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
563,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",1.2
564,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",17.31
565,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",16.99
566,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",19.2
567,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",12.27
568,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",11.32
569,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Colma Station","365 D Street, Colma, CA 94014",20.28
570,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Concord Station","1451 Oakland Avenue, Concord, CA 94520",20.98
571,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",19.35
572,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",29.15
573,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",6.78
574,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",3.73
575,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Embarcadero Station","298 Market Street, San Francisco, CA 94111",11.53
576,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Fremont Station","2000 BART Way, Fremont, CA 94536",32.37
577,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",9.02
578,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",16.44
579,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Hayward Station","699 'B' Street, Hayward, CA 94541",19.63
580,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",11.9
581,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",6.07
582,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","MacArthur Station","555 40th Street, Oakland, CA 94609",3.07
583,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",25.03
584,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",12.0
585,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",1.38
586,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",23.45
587,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Orinda Station","11 Camino Pablo, Orinda, CA 94563",8.19
588,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",27.93
589,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",16.77
590,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Powell St. Station","899 Market Street, San Francisco, CA 94102",11.99
591,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",8.33
592,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Rockridge Station","5660 College Avenue, Oakland, CA 94618",2.73
593,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",23.6
594,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",24.5
595,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",14.45
596,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",23.23
597,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",22.93
598,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Union City Station","10 Union Square, Union City, CA 94587",26.61
599,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",15.11
600,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",27.96
601,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","West Oakland Station","1451 7th Street, Oakland, CA 94607",6.59
602,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",25.1
603,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",36.76
604,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",27.36
605,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",37.89
606,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",28.14
607,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",40.5
608,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",14.33
609,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",10.56
610,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",35.47
611,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",19.68
612,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Colma Station","365 D Street, Colma, CA 94014",43.48
613,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Concord Station","1451 Oakland Avenue, Concord, CA 94520",24.53
614,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",42.55
615,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",29.33
616,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",34.78
617,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",33.46
618,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Embarcadero Station","298 Market Street, San Francisco, CA 94111",34.73
619,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Fremont Station","2000 BART Way, Fremont, CA 94536",18.37
620,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",22.49
621,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",39.64
622,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Hayward Station","699 'B' Street, Hayward, CA 94541",12.17
623,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",20.93
624,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",24.63
625,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","MacArthur Station","555 40th Street, Oakland, CA 94609",26.9
626,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",37.09
627,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",35.2
628,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",31.76
629,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",26.99
630,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Orinda Station","11 Camino Pablo, Orinda, CA 94563",24.87
631,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",31.47
632,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",20.32
633,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Powell St. Station","899 Market Street, San Francisco, CA 94102",35.19
634,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",36.33
635,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Rockridge Station","5660 College Avenue, Oakland, CA 94618",26.85
636,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",40.88
637,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",41.49
638,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",17.8
639,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",20.56
640,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",42.99
641,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Union City Station","10 Union Square, Union City, CA 94587",19.77
642,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",18.64
643,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",3.25
644,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","West Oakland Station","1451 7th Street, Oakland, CA 94607",27.16
645,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",10.27
646,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",16.24
647,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",9.74
648,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",17.38
649,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",7.55
650,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",19.99
651,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",22.2
652,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",24.41
653,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",14.96
654,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",16.6
655,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Colma Station","365 D Street, Colma, CA 94014",22.97
656,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Concord Station","1451 Oakland Avenue, Concord, CA 94520",24.71
657,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",22.03
658,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",6.63
659,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",34.36
660,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",2.32
661,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Embarcadero Station","298 Market Street, San Francisco, CA 94111",14.21
662,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Fremont Station","2000 BART Way, Fremont, CA 94536",37.65
663,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",14.3
664,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",19.13
665,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Hayward Station","699 'B' Street, Hayward, CA 94541",24.84
666,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",19.46
667,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",11.19
668,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","MacArthur Station","555 40th Street, Oakland, CA 94609",8.8
669,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",27.72
670,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",14.69
671,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",5.39
672,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",23.65
673,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Orinda Station","11 Camino Pablo, Orinda, CA 94563",13.82
